,filename,caption,caption_old,caption_new
4935,amazonfurniture_page150_9.png,lmz lazy couch single casual fabric sofa steaming hotel bean bag sofa color  red size  s,"LMZ Lazy Couch Single Casual Fabric Sofa Steaming Hotel Bean Bag Sofa (Color : Red, Size : S)",single casual fabric sofa steaming hotel bean bag sofa color red size s
4936,amazonfurniture_page150_10.png,lmz nordic small sofa ins light luxury single chair clothing nail shop bedroom iron lazy couch color  blue,LMZ Nordic Small Sofa ins Light Luxury Single Chair Clothing Nail Shop Bedroom Iron Lazy Couch (Color : Blue),sofa ins light luxury single chair clothing nail shop bedroom iron lazy couch color blue
4937,amazonfurniture_page150_11.png,lmz comfortable lazy couch tatami folding sofa adjustable washable bedroom living room office multifunctional sofa chair  color  gray,LMZ Comfortable Lazy Couch Tatami Folding Sofa Adjustable Washable Bedroom Living Room Office Multifunctional Sofa Chair 160×112cm (Color : Gray),couch tatami folding sofa adjustable washable bedroom living room office multifunctional sofa chair color gray
4938,amazonfurniture_page150_12.png,lmz solid color tatami with armrests small sofa bed chair bedroom dormitory bay window foldable leisure lazy sofa  color  blue,LMZ Solid Color Tatami with Armrests Small Sofa Bed Chair Bedroom Dormitory Bay Window Foldable Leisure Lazy Sofa 92×58cm (Color : Blue),tatami with armrests small sofa bed chair bedroom dormitory bay window foldable leisure lazy sofa color blue
4939,amazonfurniture_page150_13.png,manual recliner sofa chair leather fabric armchair brown brown ,"Manual Recliner Sofa Chair Leather Fabric Armchair Brown,Brown,2seat",manual recliner sofa chair leather fabric armchair brown brown 
4940,amazonfurniture_page150_14.png,lmz grey lazy chair foldable sofa comfortable tatami dormitory bedroom office modern minimalist washable lazy sofa  edition  a,LMZ Grey Lazy Chair Foldable Sofa Comfortable Tatami Dormitory Bedroom Office Modern Minimalist Washable Lazy Sofa 57×93cm (Edition : A),lazy chair foldable sofa comfortable tatami dormitory bedroom office modern minimalist washable lazy sofa edition a
4941,amazonfurniture_page150_15.png,zinus josh traditional upholstered sofa living room couch beige weave,"Zinus Josh Traditional Upholstered 77.5 Inch Sofa/Living Room Couch, Beige Weave",upholstered sofa living room couch beige weave
4942,amazonfurniture_page150_16.png,great deal furniture  sophia mid century modern fabric sofa blue natural walnut,"Great Deal Furniture 304337 Sophia Mid Century Modern Fabric Sofa, Blue, Natural Walnut",mid century modern fabric sofa blue natural walnut
4943,amazonfurniture_page150_17.png,great deal furniture  viviana three seater sofa with wood legs beige and natural finish,"Great Deal Furniture 309142 Viviana Three Seater Sofa with Wood Legs, Beige and Natural Finish",three seater sofa with wood legs beige and natural finish
4944,amazonfurniture_page150_18.png,lmz cyan folding bed recliner lazy sofa dormitory bedroom office comfortable tatami nap bed ,LMZ Cyan Folding Bed Recliner Lazy Sofa Dormitory Bedroom Office Comfortable Tatami Nap Bed 178×52cm,folding bed recliner lazy sofa dormitory bedroom office comfortable tatami nap bed
4945,amazonfurniture_page150_19.png,lmz removable and easy to move no space creative weaving lazy bean bag sofa single sofa color  blue,"LMZ Removable and Easy to Move, no Space, Creative Weaving, Lazy Bean Bag, Sofa, Single Sofa (Color : Blue)",and easy to move no space creative weaving lazy bean bag sofa single sofa color blue
4946,amazonfurniture_page150_20.png,lmz lazy couch tatami single bedroom small sofa folding bay window multi function bed lazy chair color  dark blue,LMZ Lazy Couch Tatami Single Bedroom Small Sofa Folding Bay Window Multi-Function Bed Lazy Chair (Color : Dark Blue),tatami single bedroom small sofa folding bay window multi function bed lazy chair color dark blue
4947,amazonfurniture_page150_21.png,lmz computer chair e sports chair home leisure lazy sports play game chair bedroom dormitory single recliner sofa color  b,LMZ Computer Chair E-Sports Chair Home Leisure Lazy Sports Play Game Chair Bedroom Dormitory Single Recliner Sofa (Color : B),chair e sports chair home leisure lazy sports play game chair bedroom dormitory single recliner sofa color b
4948,amazonfurniture_page150_22.png,lmz lazy sofa single folding chair single simple fabric sofa folding disassembly color  red,LMZ lazy sofa Single Folding Chair Single Simple Fabric Sofa Folding Disassembly (Color : Red),single folding chair single simple fabric sofa folding disassembly color red
4949,amazonfurniture_page150_23.png,lmz lazy couch sofa chair comfortable folding recliner single fabric sofa color  blue,LMZ Lazy Couch Sofa Chair Comfortable Folding Recliner Single Fabric Sofa (Color : Blue),sofa chair comfortable folding recliner single fabric sofa color blue
4950,amazonfurniture_page150_24.png,lazy couch tatami nordic modern minimalist single sofa epp particle sofa chair color  red,Lazy Couch Tatami Nordic Modern Minimalist Single Sofa EPP Particle Sofa Chair (Color : Red),nordic modern minimalist single sofa epp particle sofa chair color red
4951,amazonfurniture_page150_25.png,flash furniture hercules diplomat series cognac leather sofa,Flash Furniture HERCULES Diplomat Series Cognac Leather Sofa,diplomat series cognac leather sofa
4952,amazonfurniture_page150_26.png, folding  sofa floor chair gaming chair adjustable foldable casual single lounger sofa lazy seat gray,DELIGHTSHOP19 Folding 6-Position Sofa Floor Chair Gaming Chair Adjustable Foldable Casual Single Lounger Sofa Lazy Seat (Gray),chair gaming chair adjustable foldable casual single lounger sofa lazy seat gray
4953,amazonfurniture_page150_27.png,posh living levi blue velvet chaise sectional sofa   inches left facing,Posh Living Levi Blue Velvet Chaise Sectional Sofa - 115 Inches Left Facing,levi blue velvet chaise sectional sofa inches left facing
4954,amazonfurniture_page150_28.png,blackjack furniture  the newsome collection leather living room sofa gray,"Blackjack Furniture 405-GRAY-S The Newsome Collection Leather Living Room Sofa, Gray",newsome collection leather living room sofa gray
4955,amazonfurniture_page150_29.png,coaster  garroway sofa in russet,"Coaster 505231-CO Garroway Sofa, In Russet",sofa in russet
4956,amazonfurniture_page150_30.png,christopher knight home  aidan mid century modern tufted fabric sofa red,"Christopher Knight Home 305142 Aidan Mid Century Modern Tufted Fabric Sofa, Red",mid century modern tufted fabric sofa red
4957,amazonfurniture_page150_31.png,rivet sloane mid century modern sofa with tufted back  pebble,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Pebble",century modern sofa with tufted back pebble
4958,amazonfurniture_page150_32.png,rivet revolve modern upholstered sofa with tapered legs  denim,"Rivet Revolve Modern Upholstered Sofa with Tapered Legs, 79.9""W, Denim",upholstered sofa with tapered legs denim
4959,amazonfurniture_page151_0.png,great deal furniture  joseline mid century modern petite burnt orange fabric sofa natural,"Great Deal Furniture 301849 Joseline Mid Century Modern Petite Burnt Orange Fabric Sofa, Natural",mid century modern petite burnt orange fabric sofa natural
4960,amazonfurniture_page151_1.png,casa mare leo mid century modern tufted chesterfield sofa loveseat sofa armchair couch loveseat seat sofa raleigh green,"Casa Mare Leo Mid-Century Modern Tufted Chesterfield Sofa Loveseat Sofa Armchair | Couch | Loveseat | Seat (Sofa, Raleigh Green)",mid century modern tufted chesterfield sofa loveseat sofa armchair couch loveseat seat sofa raleigh green
4961,amazonfurniture_page151_2.png,great deal furniture  joseline mid century modern petite dark grey fabric sofa natural,"Great Deal Furniture 301850 Joseline Mid Century Modern Petite Dark Grey Fabric Sofa, Natural",mid century modern petite dark grey fabric sofa natural
4962,amazonfurniture_page151_3.png,iconic home natasha club sofa button tufted velvet wood frame with polished metal legs couch modern contemporary cream,"Iconic Home Natasha Club Sofa Button Tufted Velvet Wood Frame with Polished Metal Legs Couch, Modern Contemporary, Cream",club sofa button tufted velvet wood frame with polished metal legs couch modern contemporary cream
4963,amazonfurniture_page151_4.png,kardiel woodrow midcentury modern box sofa u shaped chaise sectional tan aniline leather walnut,"Kardiel Woodrow Midcentury Modern Box Sofa U-Shaped Chaise Sectional, Tan Aniline Leather/Walnut",modern box sofa u shaped chaise sectional tan aniline leather walnut
4964,amazonfurniture_page151_5.png,pearington  macon faux leather sofa and couch lay flat futon,Pearington PEAR-NLS-S3F28-BK Macon Faux Leather Sofa and Couch Lay Flat Futon,leather sofa and couch lay flat futon
4965,amazonfurniture_page151_6.png,benzara  cushioned sofa leather upholstery black,"Benzara BM181802 Cushioned Sofa in Leather Upholstery, Black",sofa leather upholstery black
4966,amazonfurniture_page151_7.png,porter designs  hunter sofabed brown,"Porter Designs U8020 Hunter Sofabed, Brown",hunter sofabed brown
4967,amazonfurniture_page151_8.png,beyan sb indiana modern two tone convertible sleeper sofa with storage  red black,"BEYAN SB Indiana Modern Two-Tone Convertible Sleeper Sofa with Storage, 88"", Red/Black",modern two tone convertible sleeper sofa with storage red black
4968,amazonfurniture_page151_9.png,limari home  andrea collection modern style living room velvet fabric upholstered sofa with two throw pillows and brushed gold stainless steel accent pink,"Limari Home LIM-75738 Andrea Collection Modern Style Living Room Velvet Fabric Upholstered Sofa with 2 Throw Pillows & Brushed Gold Stainless Steel Accent, Pink",collection modern style living room velvet fabric upholstered sofa with two throw pillows and brushed gold stainless steel accent pink
4969,amazonfurniture_page151_10.png,benjara benzara  polyfiber linen fabric sectional sofa gray,"Benjara Benzara BM167245 Polyfiber Linen Fabric Sectional Sofa, Gray,",linen fabric sectional sofa gray
4970,amazonfurniture_page151_11.png,classic and traditional real leather sofa living room furniture light brown,Classic and Traditional Real Leather Sofa Living Room Furniture (Light Brown),real leather sofa living room furniture light brown
4971,amazonfurniture_page151_12.png,grey sectional sleeper sofa right corner light gray,"Grey Sectional Sleeper Sofa, Right Corner (Light Gray)",sleeper sofa right corner light gray
4972,amazonfurniture_page151_13.png,armen living  royce sofa grey,"Armen Living LCRC3GR Royce Sofa, Grey",sofa grey
4973,amazonfurniture_page151_14.png,ac pacific bill collection modern fabric upholstered living room reclining loveseat with padded pillow top armrests brown,"AC Pacific Bill Collection Modern Fabric Upholstered Living Room Reclining Loveseat with Padded Pillow Top Armrests, Brown",bill collection modern fabric upholstered living room reclining loveseat with padded pillow top armrests brown
4974,amazonfurniture_page151_15.png,gdfstudio  mckinley mid century modern navy blue fabric sofa,GDFStudio 302030 McKinley Mid Century Modern Navy Blue Fabric Sofa,century modern navy blue fabric sofa
4975,amazonfurniture_page151_16.png,great deal furniture  athena mid century waffle stitch tufted accent sofa with rubberwood legs black and walnut finish,Great Deal Furniture 309009 Athena Mid Century Waffle Stitch Tufted Accent Sofa with Rubberwood Legs-Black and Walnut Finish,mid century waffle stitch tufted accent sofa with rubberwood legs black and walnut finish
4976,amazonfurniture_page151_17.png,rivet revolve modern upholstered sofa with tapered legs  denim,"Rivet Revolve Modern Upholstered Sofa with Tapered Legs, 79.9""W, Denim",upholstered sofa with tapered legs denim
4977,amazonfurniture_page151_18.png,bowery hill faux leather tufted sleeper sofa black and chrome,BOWERY HILL Faux Leather Tufted Sleeper Sofa in Black and Chrome,leather tufted sleeper sofa black and chrome
4978,amazonfurniture_page151_19.png,zhou yang the single layer pad collapsible beanbag sofa fabric sofa bed lazy tatami floating window of large scale lifting chairman color  blue,ZHOU YANG in The Single-Layer pad Collapsible beanbag Sofa Fabric Sofa Bed Lazy Tatami Floating Window of Large-Scale Lifting Chairman (Color : Blue),zhou yang the single layer pad collapsible beanbag sofa fabric sofa bed lazy tatami floating window of large scale lifting chairman color  blue
4979,amazonfurniture_page151_20.png,i need some coffe sofa king ,I Need Some Coffe Sofa King Bad!,i need some coffe sofa king 
4980,amazonfurniture_page151_21.png,garden hall bed head cushion triangle double sofa big back sofa long waist pillow color size  ,"Garden hall Bed Head Cushion Triangle Double Sofa Big Back Sofa Long Waist Pillow (Color : H, Size : 150cm)",head cushion triangle double sofa big back sofa long waist pillow color size
4981,amazonfurniture_page151_22.png,garden hall bed head cushion triangle double sofa big back sofa long waist pillow color size  ,"Garden hall Bed Head Cushion Triangle Double Sofa Big Back Sofa Long Waist Pillow (Color : H, Size : 120cm)",head cushion triangle double sofa big back sofa long waist pillow color size
